rating,review
0,this place is decked out and beautiful . . . . as for the service . . . you must make reservations prior to entering or else you will get kicked out in the middle of your experience if that room was already booked prior to you booking it . would that be considered bad service or proper service ? 
0,"this place gets the award for worst experience in vegas ! we were on the guest list and waiting at least an hour to get in . we waiting and waited and watched group after group of skinny white girls get in . when we asked about how long , we were told repeatedly one second . it wasn t until i finally asked if we were wasting our time did we get in . i don t mind waiting my turn , but when it s my turn i d like to take it . n nonce inside it was basically a fire hazard with so many people . you couldn t move , you couldn t dance and you couldn t get to the bar . n nevery staff person we encountered was pretty much rude . n ni wouldn t waste your time here when there are so many clubs to choose from . "
0,"worst dunkin donuts in existence . tried it times now and each time rude staff , drinks not worth me paying a penny for , and the donuts aren t anywhere near the same tasting as the rest of the locations . i d be scared to know health department score for this establishment , because i ve gotten sick everytime . if it weren t for the location , i never would ve gone back after try one . i assure you i ll never go back at all ever . corporate dunkin needs to look into this location because the quality and service ruins the entire business reputation . don t go here ! "
0,"my husband is a burger guy and despite our last two awful experiences at this location he talked me into giving in one last try . it s been two years since our last visit so i was hoping it had improved couldn t get much worse , but boy was i wrong . went there today thur about pm . min later the waiter took our drink order . we ordered an appetizer which never did arrive even after we reminded our server . our mo old was getting fussy so we asked for a small plate of french fries , which also , never arrived . min later our food arrived and once again , just like before , it was cold . i ordered a hot prime rib sandwich . ridic ! my daughters grilled cheese was blah with unmelted cheese , fries were cold , and my entree was missing the coleslaw . i politely requested it again , but it too was elusive . they took my sandwich back to the kitchen and nuked it . seriously i cannot say one good thing about the quality of the food or service . truth is , i will tolerate sub par service for a good meal , but everything from the iced tea to my stale bread and the undercooked and tasteless steak fries was beyond disappointing . our toddler even refused the fries and he eats everything ! ! we spoke with manager after paying and she offered a comp . umm no thanks but greatly appreciate the gesture . the mgr was a sweetheart and admitted our server was normally a bus boy but they got so busy they had to have him serve . a scheduling problem maybe ? anyway it just couldn t make up for the awful food . i would avoid this rr . we can t make sense of the good reviews . only thing i can think of is its young people who are happy to get a meal from somewhere other than wendy s . personally , i d rather have wendy s . "
0,i have to say that i really feel lied to by the salesperson at steinhafels madison i asked for same day delivery she said no their website clearly says same day delivery so im left waiting they were supposed to call or email me about delivery of my very expensive mattress no call no email what am i supposed to wait all day at my house for my delivery the women also lied and told me each modal of mattress has a different name at various stores a fact that was just another used car salesman pitch thus the same exact mattress was dollars less down the street at a shame on you steihafels for ripping off a veteran who simply wanted to get a mattress that would help him not be in pain buyer beware of this place i hope they are proud of themselves my next step is to call corporate about this sales person . n nanother fine rip on american scammery brought to you by thehikerbox please keep reading my yelps as i aim to expose every scam or crap in madison that i can n npeace ! ! ! ! ! ! ! ! ! 
0,currently it is raining . everytime it does rain i lose the connection . i pay over a . for this service and it really does not deliver . i am going to obtain a digital antenae . i can t believe they actually charge people for this poor service . a set of rabbit ears with aluminum foil would work better than this piece of crap . ndo not consider buying this . . . . n n n b
0,"good food , poor service n stars for food , minus three for service because there was none . food was authentic , especially considering the restaurant was part of the palms coffee shop . nour waiter was cold and absolutely paid no attention to us . never return after taking orders and placing orders on table . nthe bus person was good and helpful . since we were going to a show after dinner , so we waited and waited for our check , finally had to ask another waiter for it while our waiter was cleaning table and just ignored us while we signaled for our checks several times . nit is a shame , we been to other restaurants at the palms , service this time was the worst . ntoo bad , the waiter never bother to introduce himself , otherwise would have complained to management . may be he had good reason for not letting patrons knowing his name . nthe waiter was wearing glasses . "
0,"the room was quite nice , but the douchey clientele and the reality show jackassery being filmed which forced all in the cab line to wait extra minutes to get a cab when we had dinner and or show reservations waiting were very uncool . n nalso , cab rides to from the strip ended up making this stay cost aboutt as much or more than just staying on the strip in a comparable spot . "
0,"nice decor in the casino , cool concepts , kind of an alice in wonderland meets wizard of oz . . i think the carpets are neat , better than the lame ass carpets at the usual casinos . life nightclub is my favorite local spot now , friendly staff , buffet was on point . umami burger is horrible , rooms are nice except there s no sheets on the beds , and there s weird french printed drapes on the walls that give it a cheap feel . in the suites and garage elevators didn t work . n nforgot to add , there was no closets , and safe wasn t even prepped we had to call somebody to bring a screwdriver to unscrew the battery door to put the batteries in . was on hold for a long time . hard to get ahold of anybody . n nour favorite spot is cosmo . always perfect service and nice rooms . "
0,"another mediocre indian restaurant , mediocre food , mediocre service at mediocre prices . some days can be less than mediocre . if you re craving some specific dish , and your drew lots for this , i guess it s okay . i am not sure anyone would choose to go here . nmeh ! "
0,"this place recently came to mt . leb and it immediately hopped on my eat here list . i went with my guy after a heavy night of adult beverages and we needed greasy food asap . nforemost , the set up of the restaurant is awful . we walked in to the store to the grill line and some bar stool seating no alcohol involved . we tried to order there , but were sent back to the dining area . nour waitress was young and very slow . she didn t make much of an effort to connect with us or help us order , even though we told her it was our first time there . we ordered chili cheese fries from the menu as an appetizer of course , they came with our main course . ntim and i both ordered custom burgers from the burgatory esque menu pads . the toppings that were available were extensive specialty items avocado , smokehouse onion cheddar cheese , season your own burger ? why don t you have seasoned meat , bndz ? our mto burgers were tasty , but nothing special . . . even with the added specialty toppings . they were both over cooked . nthe dining clientele itself was very interesting . one woman knocked over her glass of pepsi and her waitress took a total of minutes to clean it up with paper towels , no rag or mop . n nnothing made sense about this place . "
0,"been here twice in the past week , each time ordering unsweet tea and each time getting sweet only to realize this when i m back in the car ! n nthere are always lines here and there s no drive thru i love you , dd , but this location is a pain and i don t think i ll be coming back . n nfor the record , this hurts me more than it hurts you . "
0,"well , this is how i first felt when i got my food food on styrofoam plates and cups ? seriously ? i feel guilty to spoil mother earth with so much plastic shit ! the food is not cheap , why cannot they serve food on the proper plates and cups ? i guess it was not a good day to go to woodlands for us , we ordered masala dosa , idli and vada combo . dosa was only cooked one side and when i told the lady about it she told me something ridiculous thinking i do not know how to make dosa myself . and idlis were not bad but vada had that stale oily smell . you know what i mean right ? ? my hubby ordered bisibelebath his all time fav which was not bisi means hot at all . it was cold . i am never ever going to this place . all you green lovers out there , i highly recommend avoiding this place to avoid seeing so much plastic plates , cups , spoons , forks . . etc . and believe me the prices are comparable to other indian restaurants out there . its a bummer that it is so bad . me being a vegetarian , i will have one less place to choose . "
0,service is always bad . management not friendly . 
0,"well , that was a big disappointment . n napparently vegas is not as accommodating as you think . n nfrequenters of las vegas tell me your thoughts n n hello , n nmy name is krista mckenna and i am currently looking to book a return trip for my sister sara mckenna and i with new comers at aria for a bachelorette party in september ideal dates are sept . there will be of us in our group , and since i loved my experience at aria this past may we had a day stay at aria , i wanted to share this experience with of my best friends . n nour problem is this everywhere i go , including your website , i cant seem to find a comparable deal flight out of bellingham , limo transport to hotel , or large rooms for our group , and return trip at a decent value or package . n nbecause of such , the other ladies in our group are becoming hesitant in staying at aria since everywhere we look , it doesn t provide a package deal price and utility wise thats competitive enough with the other hotels on the strip . n ni , personally , am really rooting for aria for the win . why ? because i believe that aria obtains the atmosphere , vibe and experience my friends deserve for their first trip to vegas . liquid is amazing , your pools are gorgeous , your food is delicious love the gluten free options ! , staff is friendly and your rooms hotel are stunning . after personally experiencing such calibre , i don t trust in testing other hotels and would prefer to make aria my go to for all things vegas . my family also feels the same as my father has become a loyal customer to aria for his last visits to vegas an mlife card holder , so i would like to make it our family s go to vegas choice . n nour price range per person for room , hotel utilities pool , gym , internet and including flights is each , not including food or drink , or shows gambling which we also plan on doing a lot of , totalling for our group purely for accommodation and airfare . n ncan aria meet the need ? if yes , what can aria offer that meets that need ? n ni know that the other girls in our group have never experienced vegas before , and i know that depending on this stay , they will most likely become regulars to the vegas and hopefully aria experience . n nside note i have also obtained a significant amount of loyalty chips on the facebook app myvegas , and qualify for perks at aria i intend to use this as well towards our stay at aria if possible , and i have encouraged the rest of our party to do the same . n nso where do we go from here ? n nplease let me know what aria can offer i am eager to book this trip and anticipate another amazing stay with aria for my family and friends . n nwishing you the best , nkrista mckenna n social architect buzz generator n nco founder executive director n nnot bad right ? n nsince i have worked in the service industry for years , i know that an email like this isn t very common . typically , based on expectations of a certain caliber of customer service , you would expect a response that is both somewhat accommodating and flexible . n nafter all vegas has a reputation of being a fun , financially feasible and lets face it , cheap with free perks place to vacation . n n . . . nwhat i got back in response n n good morning krista , n nthank you for your interest in mgm resorts vacations for your upcoming trip to las vegas . we are so pleased to hear of your recent pleasant experience at the aria . n ni have sent you a separate price quote for a party of six to this email address . prices and inventory are subject to change at a moment s notice . you can plan , price and book your air with the aria anytime on our website at www . mgmresortsvacations . com . n ni do apologize for any confusion however , we do not have access to your mlife account . i recommend your contacting them directly . also , the points you mention earning would have to go thru the property directly as they cannot be applied to a vacation package . n nbesides our website , price quotes are also available through our customer care center at . . , monday friday am pm and saturday am pm and sunday p p , et . n nplease call for assistance . we look forward to hearing from you ! n nsincerely , n n ninternet customer care nmgm resorts vacations n n no email received . n nis that even a response ? why do i feel like they didn t even read my email questions ? why would you even bother responding if above is all your going to say ? n nnot going to lie , im pretty disappointed in aria resort casino and mgm resorts international public relations . n ncompletely takes away any interest or motivation on going to the strip , and on building loyalty with one specific hotel . n nim open to your thoughts , friends . tell me what you think . was i holding too high and or unrealistic expectations ? n n note i have still yet to hear back from the pr team customer service sector regarding this . "
0,"lange wartezeiten , schlechter service . eine halbe stunde an der theke gewartet , bis ein tisch frei wird , es wurden mehrere frei , die waren aber angeblich alle reserviert , obwohl leute , die neben uns an der theke waren und nicht reserviert hatten , einen tisch bekommen haben . der kleine lustige italiener , der bediente , hat es einfach nicht drauf . nburger ok , nichts besonderes . f u fcr diese qualit u e t ist der preis eindeutig zu hoch , lieber im diner im zkm oder im american diner in durlach burgers essen gehen . . . "
0,"don t ever make this mistake . i currently live here , and after the maintenance technician finally used the last straw that broke the camel s back i am here to put forth the reasons not to live at renaissance apartments . n n hour maintenance for emergencies is what they advertise , unless it s inconvenient . the repairman decided that we don t need air conditioning it is degrees right now until tomorrow . we have lived without a c for a full day now , and will surely enjoy our long night s sleep . his excuse is that he has to go get a ladder and that will have to wait until tomorrow . apparently for a one bedroom isn t enough money to convince the landlord to hire a maintenance technician who actually does his job . instead , he threatened to fine me if i try to fix it myself . n nthe dog park they advertise is actually a walled off area with gravel , where teenagers hang out to smoke weed throughout the night . n nexpect a poorly built bathroom . it will look great when you move in , but it takes less than a month for the cheap caulking they use to peel away , which in turn will cause disgusting stains that can t be removed . n nyou have better options than renaissance apartments . "
0,"i visited mimi s cafe this past friday as part of a supper club group that meets at different restaurants once a week . so keeping in mind we had a larger party , i have to say i was not super impressed . ni ordered the asparagus and brie quiche . was told a few minutes later that they were out of it , so i settled on the quattro fromage quiche instead . this is listed as one of their newer menu items . none of my fellow diners got a salad which came with a huge blueberry muffin . this thing was enormous . we already had baskets of bread on the table , so it was a bit confusing why the salad came with a muffin , but apparently muffins are kind of their thing . anyway , this thing was very filling . we all had a taste of it and there was still some left over . a very cake y texture , and heavy . nnext , the soup that came with my quiche came out . i had the daily special , chicken gumbo . i was pretty disappointed in the soup . it was a very small toureen of soup and there were huge hunks of celery and small bites of chicken in a pretty bland , thick broth . i m not a big fan of celery , and i know places use it as an inexpensive filler vegetable , but the celery to soup ratio was kind of off considering what a small portion of soup you got . n nthe quiche was ok . the crust was plain and did not taste as though it was freshly made more like they came pre prepared and were just filled with whatever at the restaurant . also , it was supposed to have sundried tomatoes in it , and i found two very small hunks of tomato in mine . for a quiche that was nearly across , that was disappointing . also , for a quiche that was named quattro fromage , the cheese flavor was sadly lacking . n nfor the next part of my review i will offer a qualification . i am not sure if mimi s is intended for kids or not . they do have a nice kids menu so i assume it s not uncommon for people to bring kids . that said , my kids meals were a bit of a surprise . my one kid had applesauce as a side and i had to request a spoon just so he could eat it . he also had spaghetti with marinara sauce which was lukewarm at best . my other kid ordered mini corn dogs , and i had to request ketchup for him as well since it isn t provided on the table . also , if you opt for the fruit as a side on the kids meal , it comes with the rinds still attached pineapple , honeydew , and orange slices . i was a bit surprised by that . finally , their meals came with a dirt cup dessert that i thought was super cute chocolate pudding , oreo cookie crumbles on top , and two gummy worms sticking out . i thought this would be right up my kids alley , but they didn t like it and neither finished their dessert . kind of strange for a and year old boys to not eat dessert ! n nfinally , i will comment on the server herself . i realise she had a bit of a hard time because their dining room is not laid out very well . since there were larger people groups , she had to go all the way around three large tables to get from one end of our group to the other , as our table was up against the wall . however , i do think she could have at least tried to bus our table as we finished with things . our table was crowded with dirty dishes we were through with that nobody ever took away . my water glass was also empty for much of my meal , which is a pet peeve of mine . n nwhen all is said and done , mimi s may have fared better had they not been located across from northlake mall . unfortunately , there are just too many good dining options at the mall for me to honestly say i would opt to eat here again . i m glad i gave it a try , but i was not impressed . "
0,this was a little disappointing . the observation deck was really small . we waited minutes in line and stayed maybe minutes . it was really cold . at night you can see the water show at the bellagio . i thought the stratosphere was much better . it was bigger and comfortable . 
0,"wow . what a treat . i haven t even tried the food but i ll write a review based on the delivery . i ordered off grubhub and while it is a bit late in the evening about pm it was not ridiculously late . plus , it was still three hours before the store s posted closing hours . they showed up , about minutes before the estimated time yay . but were extremely rude on the phone when they got here sign . look , i had a really freaking bad night tonight . i had to put my cat down and i don t want to deal with anything at all . i just want pizza . i tipped well over on my credit card . i just want pizza delivered with no fuss . the delivery guy literally throws shoves my order into my face , part of it falls onto the floor and he just walks away . says nothing other than ok and walks away . i tipped over for that ? ? maybe i am just oversensitive given my night s events , but i am livid . it really is upsetting to me and i will never order from them again . "
0,"i really want to like this place . i do . the decor has got the hip modern restaurant in a house thing like the main ingredient , only it s more open and had no trouble accommodating our group of eleven we had made a reservation . they have cucumber water , which is awesome and for the most part , everyone s dishes looked good from where i sat . nmy disappointment came when it was my turn to order . i was informed that they don t really modify dishes because they are going for a specific style and flavor . i worked in restaurants for years . trust me , i get it . you don t want me to modify the heck out of something then say i don t like it . but unfortunately , i have some medical issues that make it difficult for me to digest more than trivial amounts of fats . i was informed by our server , south , that i couldn t even get the dressing on the side for a salad . they don t even have a regular grilled chicken breast . i asked for his recommendations and the only thing that sounded remotely healthy was the vegetarian gnocchi the regular has sausage and i asked for it with very , very little oil in the pan . nso , our food arrived and everything looked great . my boyfriend ordered the mac and cheese and said it was good . then the gnocchi arrived . with a puddle of oil in the bottom . then my friend s dish arrived to my left . lo and behold , there were grilled vegetables on the plate with what looked like oil on them , but even that would have been better . why not just offer a side of grilled vegetables ? how hard is it to do things a la carte ? nnot being one to complain or send things back , i ate what i could of the gnocchi , pulling pieces off of the main dish and putting them on one of their share plates so i could pat the oil off of them before eating them . about a half an hour later , i began to feel ill . ni know i could have been a jerk , made a big stink , asked for the manager , etc but why ruin everyone else s good time ? i ve been a restaurant manager , i hated getting yelled at because one of my servers was pretentious and entitled and was too lazy to see what the kitchen could do . nso , if you don t have any special dietary needs and you like to be treated like you don t know what you re talking about , go to tuck shop . otherwise , i ll stick with the main ingredient and ask for a slice of cucumber in my water . at least they put dressing on the side . "
0,"interestingly , we had great anticipation for a great dinner . sadly , we had a server who was so aggressive that it really undermined the experience . she was more suited to be the person you encounter at a car wash asking if you want your windshield fixed , your car waxed , your interior lathered . . . it was really annoying . i love cartwright s so we will give them another try and we had a wonderful experience at tonto b g earlier in the day . let s just remember the goal of creating a great customer experience . "
0,"kind of odd when reviewers have zero friends but give this place stars . . hmmm . . nso i brought my two dogs here for self wash and was not impressed . dirty facility , stained towels , and the groomer was taking really mean to a dog she was grooming he was a bit of a whiner but i don t think yelling at him or telling him shut up is the answer . . i don t talk to my dogs that way not would i be cool w anyone else doing that ! . also the owner was showing me how to use the dryer fyi i ve done dog rescue for years and he was holding my dog by her arm under her shoulder and she looked in pain so i told him stop . . then he goes on and on about how the owners need training too , to be firm w their dogs . umm , i know how to train dogs and furthermore i know how to treat dogs . . not like you re angry or agressive or potentially holding them in a way that can cause injury . . otherwise they hate the bath session forever ! i won t be back . . "
0,"greasy pizza , rude owners . . . now i see that they made the channel news dirty dining show with major health code violations . . . yikes doesn t surprise me"
0,"this is just a bad place to eat period . i ordered a pizza and was told it would be ready in mins , i showed up on time and asked for my order two of the employees huddled up really . quick and one went to the back the other said it would be a few mins . the other girl never came back up and the other girl was making a huge excuse about the register being locked . i know they never put my order in as the girl trying to unlock the register was playing with her phone more than trying to fix the problem . after waiting mins i walked out and when i said i was she made no last ditch effort to save the sale other than are u sure ? i would give this place a zero star and would never visit this site again . "
0,"this place is just gross . but a good place to watch sports and that s it . food is horrible . n nsometimes i am forced to come here for lunch during the work week . is it bad when you don t want to order one thing off the menu ? ? ! n ni will give props to the outdoor patio area but this place is just a straight up bar . there are many tv s for viewing and shouting , whichever you prefer . "
0,food was only ok but the real problem was the service . our waitress was obviously not into waitressing on this particular day . it took about hours to get a burger and a beer the special . the actual beer took a good minutes to make it to the table . what ? ! ? i can see the bar from here and nothing is happening . where is my bud light ? ! ? 
0,worst service i ve ever had . waited min for dishes and the restaurant wasn t busy . we never even had a waitress . just random workers checking on us and apologizing . very disappointing . this used to be one of my favorite places to eat . 
0,"much like the store on eastern this store is in desperate need of some cleaning and organizing . the clothes are packed on the racks that is the ones that are not laying on the floor with employees stepping over them , and the fitting room floors are full of pins . so , if you re wanting to be stuck in the foot with a filthy pin just come here ! no excuse for that ! for pete s sake keep your shoes on when using the fitting room here . n nwhile in the fitting room i noted that the security dopes had an office right there . i listened to the bs war stores about the tough scene that is being a security guard at burlington coat factory . . . . these brave hearts tales of their tough incidents inspired me . . . . . . to want to vomit . they should be moved to a back room where they cannot embarrass themselves . n nlook , i know burlington is a cheapo store for cheapo people but i have learned that i can still be cheap and shop in a safe and clean store . i have since used j . c . penney and macy s at the galleria with immense delight and new found locality . its just as cheap ! and the employees are able to fake caring well and the merch is well displayed and cared for . burlington coat factory is right on the heels of ross dress for less , another dump . "
0,"i like a good brunch , and bistro la bon is just decent . as other yelpers said , the brunch buffet has items that you wouldn t imagine would really work for brunch . the buffet included meats , veggies , fruits , cabbage and i m just more of an eggs and bacon kind of girl . bucks a pop for brunch is a little steep for me , plus the cost of coffee . for two of us , it was over . glad i tried it , but probably won t be back for brunch . perhaps dinner would be better here . "
0,"nakama is one of those places that pleases the masses . go during happy hour , and you won t be able to hear the person next to you . the cocktail list is big and enticing , but the drinks aren t anything to write home about . sushi is relatively good , albeit moderately overpriced . this is the type of place you go for the atmosphere , not the amazing food . "
0,"manager chrystal is extremely rude and was supposed to fix an issue for me that was caused by lorenzo the pony tailed scam artist of at t which i was informed by customer care was never fixed , and she treated me like a liar without even bothering to pull up my account info . also she was talking over me when i was trying to explain my problem and when i had to raise my voice said stop yelling or i m going to hang up on you ! i am absolutely appalled by how ive been treated by the employees at this location they give an awesome company like at t a bad name . when you go through the best phone carrier you d expect to get the best treatment especially when you ve paid them a deposit the least they could do is not rip you off for insurance you never wanted and give the discount you were promised when you were promised it . lorenzo is a sexist scam artist please don t let him assist you if you are a female i told him i don t want insurance and he said yea i think you need it and put it on my account anyways now months later i m still being charged for it ! also he grilled me about my last name and embarrassed me while he was setting up my account which took hours . "
0,my expectations were high coming in due to the reviews but really was unimpressed with selection and taste . ice cream was eh and cost was high . would rather get ben and jerry s from the local mart . 
0,"the wife and i have been coming here for over a year . when we first went the service was very good , friendly , and it felt like our business was appreciated . i don t know what happened but . . . . n nout of the last three times we came the waiter the same one each time didn t take our drink orders , was very impatient while we were ordering , and my wife had to chase down a different waiter for water . fyi , all three times the waiter was that fat one that another reviewer found very rude short . speaking about the wait staff , did someone scare off all the female employees ? n nthe strangest part is that food is exactly the same fantastic . i wish yelp would let us differentiate between the food , place , and staff as the food would easily get stars while the staff well , that staff that s left would get . n nit s very rare that i d let the wait staff get to me as usually a return visit gets me a different waiter , but this place is so small that s not an option . right now i ll just resign myself to finding a different pho place . "
0,"went to this place for lunch with some friends , ordered the food to go . obviously they are in no rush whatsoever , even when you ask after minutes where the food is . n nthere were maybe or orders ahead of us , and we all got basic burger combos . we actually watched them make our hamburgers , and i m pretty sure the cooks had never made one in their entire life or thought that if they stared at the patty long enough all of their problems would be answered . this is not gourmet food , this is fast food . n noverall it took us half an hour from order to walking out the door . no apologies even given . fries were done well before burgers , so they sat under a light in front of us for most of the time . ridiculous . will not go back , and highly encourage the rest of you to not go . "
0,"i m very disappointed in my latest cpk trip . i had the asparagus and arugula salad , pesto cream penne with chicken , and a diet pepsi . this came to . , but my card was charged for . . okay these things happen . the manager said he adjusted the charge but it s not showing adjusted today . the pasta was lacking in flavor and the upcharge for what looked like less than an ounce of chicken was absolutely not worth it . the salad was good , the service was prompt , but the value and quality of the food ? huge letdown . "
0,"can be great , can be crap . i don t know how many people ever order wings without sauce but twice this place has delivered my wings sauceless . we were staying at the hooters hotel and the restaurant screws up wings . that is supposed to be their thing ! boy was that disappointing , then when i ask for sauce they gave me attitude as if i wanted to just get free sauce . you already don t expect much from a hooters restaurant but to get less than expected is pretty shameful . "
0,"the most expensive and mediocre sushi i have eaten . coming from the northwest and have eaten sushi there and in japan , this place is no where near the quality compare to the places i have eaten in the nw and japan . "
0,"this is a letter i sent to the food and beverage people at this hotel n ni live in las vegas and i am an above average consumer of local shows , dining and casinos . n ni was at the same time appalled and amused by a low class free drink promotion at your burlesque show . we were given coupons to use after the show at the bar downstairs for a free drink . n nat the bar , all six of us were told that we had to buy a drink and then we would get a free drink . n nif you were on our side of the bar , instead of yours , would you consider this a free drink ? doesn t this vastly expand the meaning of the word free ? n nas there are classier places to spend our money than your club we intend to do so . i m sure you will do well with the tourist trade and maybe sell a few drinks with this promotion . n nhowever one day you will get written up on the many travel sites that tourists read before they go to a city . n nno matter to us there are so many other places to go to . n nby the way , i won t post this on a travel site as you may quietly decide that a few drink sales are not worth the potential for being rated as low as some of the strip bars in the area . n ni since decided to post this on travel websites . "
0,"the atmosphere is pretty nice , but the food is only meh . i found everything to be overpriced , and the tea that i had was nothing spectacular . "
0,"old and musty smelling room . well , smelled more like an ash tray now that i remember . "
0,"i am so disappointed . i live so close to this place and thought it could be a go to . my husband and i dine out a lot and when we find somewhere we like we become frequent goers and loyal customers ! n nthe service was absolutely terrible . from the moment we walked through the door the middle aged man who sat us and waited on us was impolite . it didn t bother me at first . i considered it was due to a language or cultural barrier . then i saw him interacting with an elderly couple who sat in the booth next to us . he wasn t exactly bubbly with them but he sure treated them with a lot more respect than he did us . the slightly younger gentlemen who looks like he might own the place , also began helping the couple next to us , asking them if he could get them hot sauce , soy sauce , etc . while our cups remained empty and no one ever returned to ask how we were doing or if we would like anything else , even though we kept the menu after our initial order and indicated that we would order more food as we went on . n nthe only reason i gave stars is because the food wasn t terrible . it wasn t out of this world . it was . . . mediocre at best . had our server returned to our table , i could ve had more of a chance to judge the food . but so be it . n ni was really hoping this would would be an amazing place ! another sad example of poor service ruining any potential . "
0,read wonderful reviews on yelp . placed reservation on open table . received confirmation . arrived at restaurant on time . restaurant closed ! ! ? ! now sure why . . . 
